name,online_order,book_table,rate,sentiment,votes,location,rest_type,cuisines_cleaned,approx_cost(for two people),listed_in(type),online_order_label,book_table_label
Sri Shakti Sweets,0,0,3.4,Good,9,54,90,"Mithai, Street Food",150.0,3,No,No
Oh So Stoned!,0,0,4.1,Excellent,96,55,53,"Beverages, Desserts",250.0,3,No,No
Gelato Italiano,0,0,3.8,Good,51,55,40,"Ice Cream, Bakery, Desserts",200.0,3,No,No
Cream Factory,0,0,3.4,Good,17,55,40,Desserts,400.0,3,No,No
Lassi Point,0,0,3.7,Good,0,55,14,"Beverages, Desserts",150.0,3,No,No
Fnp Cakes 'N' More,0,0,3.7,Good,0,55,0,Bakery,150.0,3,No,No
Hangyo,0,0,3.7,Good,0,55,40,"Desserts, Ice Cream",200.0,3,No,No
Mad Over Donuts,1,0,3.9,Good,131,55,53,"Bakery, Desserts, Beverages",450.0,3,Yes,No
Waffle Stories,1,0,3.9,Good,360,55,53,Desserts,300.0,3,Yes,No
Cold Stone Creamery,1,0,4.1,Excellent,143,55,40,"Ice Cream, Desserts",400.0,3,Yes,No
Jetlag,0,1,4.3,Excellent,1103,67,10,"Finger Food, Continental, North Indian, Italian, Japanese",1650.0,4,No,Yes
Stories,1,1,4.6,Excellent,2423,67,28,"Continental, North Indian, Chinese",1100.0,4,Yes,Yes
Barbeque Nation,0,1,4.5,Excellent,1284,67,27,"North Indian, European, Mediterranean, BBQ, Kebab",1600.0,4,No,Yes
Mysore Hanumanthu Palav,1,0,3.9,Good,74,67,27,"South Indian, Fast Food",500.0,4,Yes,No
Hotel Nalapaka,0,0,4.3,Excellent,690,67,27,South Indian,400.0,4,No,No
Sagar Hotel,0,0,4.3,Excellent,818,67,27,"North Indian, Chinese, Street Food, Juices",600.0,4,No,No
The Higher Taste,0,1,4.3,Excellent,858,67,27,"Pizza, Biryani, North Indian, South Indian",800.0,4,No,Yes
Al-Bek,1,0,4.1,Excellent,568,67,27,"Mughlai, Chinese",700.0,4,Yes,No
Kava - Fairfield by Marriott,0,1,4.0,Excellent,617,67,50,"North Indian, South Indian, Continental",1800.0,4,No,Yes
Swathi,1,0,3.8,Good,591,67,27,"Andhra, North Indian, Chinese",700.0,4,Yes,No
Empire Restaurant,1,0,4.0,Excellent,633,67,27,"North Indian, Mughlai, South Indian, Chinese",750.0,4,Yes,No
Jalpaan,1,1,3.9,Good,676,67,27,"North Indian, Continental",900.0,4,Yes,Yes
Sea Route,1,1,4.1,Excellent,428,67,27,"Seafood, North Indian, Chinese",1100.0,4,Yes,Yes
Hotel Kadamba Veg,1,0,3.8,Good,335,67,27,"South Indian, North Indian, Chinese, Street Food, Juices",450.0,4,Yes,No
Nandhana Palace,0,0,4.0,Excellent,930,67,28,"Andhra, Biryani, North Indian, Chinese",800.0,4,No,No
Mayura 1989,0,0,3.7,Good,103,67,28,"Andhra, Continental, Chinese",900.0,4,No,No
Andhra Vantakam,1,0,3.9,Good,320,67,27,"Andhra, Chinese, North Indian, Seafood",800.0,4,Yes,No
1947,0,1,3.9,Good,620,67,27,"North Indian, Chinese, Continental",1000.0,4,No,Yes
The Purple Pan,1,0,4.1,Excellent,502,67,27,"North Indian, Chinese",600.0,4,Yes,No
Kim Lee Restaurant,1,0,3.8,Good,149,67,27,Chinese,700.0,4,Yes,No
The Happy Vegetarian,0,0,3.7,Good,0,93,78,Other,400.0,4,No,No
Annappa's Naati Mane,0,0,3.5,Good,73,67,78,"South Indian, Chinese",400.0,4,No,No
Asha Food Camp,0,1,4.0,Excellent,137,67,27,"Desserts, North Indian, Chinese",700.0,4,No,Yes
Sangam Restaurant,0,0,3.7,Good,81,67,27,"North Indian, South Indian, Chinese",600.0,4,No,No
Ragoo's Kitchen,1,0,3.1,Good,94,67,78,"Mangalorean, Chinese, North Indian, Biryani",350.0,4,Yes,No
Sunny Spice Chinese Restaurant,1,0,3.3,Good,44,67,27,"Chinese, Thai, Seafood",650.0,4,Yes,No
Fish Palace,0,0,3.0,Good,28,67,78,"Mangalorean, Chinese, Seafood, North Indian",450.0,4,No,No
Kava Bar - Fairfield By Marriott,0,0,3.4,Good,10,67,8,"North Indian, South Indian, Continental",1800.0,4,No,No
Atithi,0,0,3.7,Good,18,67,27,North Indian,750.0,4,No,No
Vande Matharam,1,0,2.3,Bad,180,67,27,"North Indian, Chinese, South Indian, Street Food",500.0,4,Yes,No
Kitchen King Naati Style,1,0,3.8,Good,27,67,27,South Indian,500.0,4,Yes,No
Hotel Karavali Fish Palace,1,0,3.8,Good,20,67,78,"Seafood, South Indian, Chinese",400.0,4,Yes,No
Coastal Spice,1,1,3.7,Good,57,67,27,"Seafood, North Indian, Chinese, Continental, Mangalorean",900.0,4,Yes,Yes
Chord Road Resto-Bar,0,0,3.2,Good,97,67,31,"North Indian, South Indian, Chinese",1000.0,4,No,No
Dhana Lakshmi Family Restaurant,0,0,3.5,Good,0,67,27,"Chinese, North Indian",650.0,4,No,No
Samudra Restaurant,0,0,3.7,Good,0,67,78,North Indian,400.0,4,No,No
Navrang Kabab Korner,1,0,3.7,Good,349,67,27,"North Indian, Mughlai, Biryani, Chinese, Kebab",600.0,4,Yes,No
Sri Guru Sagar Fast Food,0,0,3.7,Good,0,67,78,"South Indian, Chinese, North Indian",250.0,4,No,No
Meen-Da-Vanas,0,0,3.7,Good,0,67,78,Mangalorean,400.0,4,No,No
Aramane Brundavan,1,0,3.3,Good,4,67,27,"Chinese, North Indian, South Indian, Fast Food",450.0,4,Yes,No
Al-Taj Restaurant,1,0,3.3,Good,10,67,27,"South Indian, North Indian, Chinese",600.0,4,Yes,No
Momos Bite & Cane Hut,1,0,3.7,Good,0,67,59,"Chinese, Fast Food, Beverages",150.0,4,Yes,No
Sri Venkateshwara Utsav,0,0,2.8,Bad,0,67,78,"South Indian, North Indian, Chinese",400.0,4,No,No
Chikkanna Biryani Hotel,0,0,3.7,Good,0,5,78,"South Indian, Biryani",300.0,4,No,No
Swasthi Spice Restaurant,1,0,3.4,Good,590,67,27,"Andhra, North Indian, Chinese, Biryani",600.0,4,Yes,No
Swadisht Inn,0,0,3.5,Good,15,67,27,"Andhra, South Indian, Biryani, North Indian, Mangalorean",700.0,4,No,No
Ambika Vegetarian Hotel,0,0,3.7,Good,31,67,27,"North Indian, Fast Food",500.0,4,No,No
Altaj Restaurant,0,0,3.4,Good,7,67,27,"North Indian, Chinese",700.0,4,No,No
Ottetumba Veg & Non Veg Restaurant,0,0,3.3,Good,5,67,27,"North Indian, Chinese, Biryani",550.0,4,No,No
Sri Durga Grand,0,0,3.3,Good,5,67,78,"South Indian, Chinese",300.0,4,No,No
Shradhi Lunch Home,0,0,3.2,Good,4,67,78,"Mughlai, North Indian, Chinese",400.0,4,No,No
H3O,0,0,3.2,Good,4,67,27,"North Indian, Chinese",1000.0,4,No,No
Westin - Vyasa Paradise,0,0,3.4,Good,8,67,28,"North Indian, South Indian, Chinese",800.0,4,No,No
New Sagar Fast Food,0,0,3.6,Good,21,67,78,"South Indian, North Indian, Chinese",300.0,4,No,No
New Prashantha Naati Corner,0,0,3.3,Good,6,67,78,South Indian,400.0,4,No,No
White Smoke Barbeque- Fairfield by Marriott,0,0,4.0,Excellent,84,67,28,"Mediterranean, BBQ",1200.0,4,No,No
A2B Veg - Adyar Ananda Bhavan,1,0,2.9,Bad,96,67,27,"South Indian, North Indian, Chinese, Street Food, Fast Food",400.0,4,Yes,No
Spices The Food Joint,0,0,3.1,Good,9,67,27,"North Indian, Mangalorean, Chinese",550.0,4,No,No
Beijing Bites,1,0,3.7,Good,75,67,27,"Chinese, Thai",850.0,4,Yes,No
Hotel Aditya,0,0,4.3,Excellent,332,67,78,"South Indian, Biryani",300.0,4,No,No
Biryani Day,1,0,3.8,Good,216,67,78,"Biryani, Kebab",400.0,4,Yes,No
Gulbarga Refreshment,0,0,3.2,Good,10,67,78,South Indian,300.0,4,No,No
New Shetty Lunch Home,0,0,3.3,Good,6,67,78,"Mangalorean, Seafood, South Indian",400.0,4,No,No
Mitraa Da Pizza,1,0,5.0,Excellent,0,67,78,"Fast Food, Pizza",250.0,4,Yes,No
Roast 'N' Frost,1,0,3.7,Good,18,67,78,"Fast Food, Desserts",200.0,4,Yes,No
Petoo,1,0,3.9,Good,32,67,78,"North Indian, Fast Food, Street Food",800.0,4,Yes,No
New Shanthi Sagar,1,0,3.5,Good,101,67,78,"South Indian, North Indian, Chinese, Street Food",400.0,4,Yes,No
Domino's Pizza,1,0,3.9,Good,392,67,78,"Pizza, Fast Food",400.0,4,Yes,No
Hotel Durga Shree Grand,1,0,3.6,Good,6,67,78,"South Indian, North Indian, Chinese, Street Food",200.0,4,Yes,No
Kabab Palace,1,0,3.8,Good,74,67,78,"North Indian, Chinese, Kebab",350.0,4,Yes,No
Sri Maruthi Miltry Hotel,1,0,3.9,Good,98,67,78,South Indian,300.0,4,Yes,No
Malgudi's Donne Biriyani,0,0,3.8,Good,102,67,78,Biryani,350.0,4,No,No
Chikpet Donne Biriyani House,1,0,3.7,Good,297,67,78,"Biryani, Kebab",400.0,4,Yes,No
Hotel Prashanth,1,0,3.9,Good,63,67,78,North Indian,350.0,4,Yes,No
Burger King,1,0,3.9,Good,266,67,53,"Burger, Fast Food, Beverages",600.0,4,Yes,No
Masti Masala,1,0,4.0,Excellent,397,67,78,North Indian,450.0,4,Yes,No
Create Cafe,1,0,3.4,Good,11,67,78,Italian,300.0,4,Yes,No
Charlie Fast Food & Restaurant,1,0,3.0,Good,89,67,78,"Fast Food, Street Food",200.0,4,Yes,No
Donne Biryani House,0,0,3.5,Good,46,67,78,Biryani,300.0,4,No,No
Gobi Corner,0,0,3.6,Good,21,67,78,Chinese,200.0,4,No,No
Aramane Restaurant,0,0,3.0,Good,75,67,78,"South Indian, Chinese, Fast Food",300.0,4,No,No
Shri Family Restaurant,0,0,3.4,Good,9,67,78,"South Indian, North Indian, Chinese, Seafood",400.0,4,No,No
Biriyani Adda,0,0,3.1,Good,38,67,78,"Biryani, Fast Food",350.0,4,No,No
Nandini Swadista Loka,0,0,3.3,Good,4,67,78,"North Indian, South Indian, Chinese",300.0,4,No,No
Indian's Biriyani Point,0,0,3.3,Good,5,67,78,"Biryani, Chinese",200.0,4,No,No
Food & Friends,1,0,3.0,Good,89,67,78,"Fast Food, Street Food",200.0,4,Yes,No
Sree Banashankari Donne Biriyani,1,0,4.0,Excellent,0,67,78,"Biryani, South Indian",250.0,4,Yes,No
Chick Inn,1,0,3.8,Good,99,67,78,Fast Food,300.0,4,Yes,No
Hatti Kaapi,0,0,3.6,Good,4,67,78,"Beverages, South Indian",200.0,4,No,No
Mr Savji,1,0,3.4,Good,9,67,78,South Indian,350.0,4,Yes,No
SGS Non Veg - Gundu Pulav,1,0,3.5,Good,162,67,78,"Biryani, Fast Food",400.0,4,Yes,No
Hotel Malgudi,1,0,3.6,Good,10,67,78,"South Indian, Biryani",400.0,4,Yes,No
New Shanthi Sagar,1,0,3.5,Good,10,67,78,"Chinese, Fast Food, North Indian",300.0,4,Yes,No
Halli Mane Donne Biriyani,1,0,4.1,Excellent,89,67,78,"Biryani, Seafood",400.0,4,Yes,No
Udupi Ruchi,1,0,3.9,Good,43,67,78,"South Indian, Chinese, North Indian, Desserts, Continental",300.0,4,Yes,No
Green Chilly,1,0,3.6,Good,30,67,78,"North Indian, Chinese",350.0,4,Yes,No
New Udupi Grand,0,0,3.3,Good,8,67,78,"South Indian, North Indian, Chinese, Street Food",250.0,4,No,No
Bangarpet Chats Corner,0,0,3.3,Good,7,67,78,Street Food,150.0,4,No,No
New Sagar Fast Food,0,0,3.6,Good,68,67,78,"South Indian, North Indian",450.0,4,No,No
Cold Station,1,0,3.8,Good,18,67,78,"Fast Food, Desserts",250.0,4,Yes,No
Hotel Savaji's,0,0,3.5,Good,36,67,78,South Indian,300.0,4,No,No
Maddy's Katti Cafe,1,0,3.2,Good,71,67,78,"Fast Food, Beverages",400.0,4,Yes,No
Nimma Dharwad Mane,0,0,3.7,Good,0,67,78,South Indian,300.0,4,No,No
New Karnataka Hindu Military Hotel,0,0,3.7,Good,0,67,78,South Indian,300.0,4,No,No
New Bombay Vada Pav,0,0,3.4,Good,61,67,78,Fast Food,150.0,4,No,No
Savipriya Military Hotel,0,0,3.0,Good,0,67,78,South Indian,350.0,4,No,No
Gowdru Mane Baduta,0,0,3.7,Good,0,67,78,"Chinese, South Indian",300.0,4,No,No
Biryani Treat,0,0,3.7,Good,0,67,78,Biryani,400.0,4,No,No
Five Star Chicken,1,0,5.0,Excellent,0,67,78,Fast Food,200.0,4,Yes,No
Savi Sagar,1,0,3.2,Good,27,67,53,"South Indian, Chinese, North Indian",450.0,4,Yes,No
New Prashanth Hotel,1,0,3.3,Good,4,67,78,"South Indian, Biryani",400.0,4,Yes,No
Trofi N Treats,1,0,2.8,Bad,9,87,53,"Rolls, Fast Food",250.0,4,Yes,No
Ambika Biryani Corner,0,0,3.5,Good,37,67,78,Biryani,300.0,4,No,No
Indira Canteen,0,0,3.3,Good,5,67,78,South Indian,300.0,4,No,No
Lassi & Cream,1,0,3.2,Good,4,67,78,Fast Food,200.0,4,Yes,No
Thindi Mane,0,0,3.7,Good,0,67,78,South Indian,100.0,4,No,No
Shri Guru Ragavendhra Tiffen & Coffee Bar,0,0,3.7,Good,0,67,78,South Indian,150.0,4,No,No
Sowmya Ambur Hot Dum Biryani,0,0,3.7,Good,0,67,78,"Biryani, Kebab",300.0,4,No,No
Rashmi Kabab Corner,0,0,4.5,Excellent,0,67,78,Kebab,200.0,4,No,No
S.S Naati Style Hotel,0,0,5.0,Excellent,0,67,78,"Biryani, South Indian",300.0,4,No,No
Royal Biriyani Spot,0,0,3.7,Good,0,67,78,"Biryani, South Indian",200.0,4,No,No
Ambur Hot Dum Biriyani,0,0,3.7,Good,0,67,78,Biryani,250.0,4,No,No
New Bangarpet Snacks,0,0,4.0,Excellent,0,67,78,Street Food,100.0,4,No,No
Hotal Kalabhairaveshwar,0,0,3.7,Good,0,67,78,"South Indian, Biryani",300.0,4,No,No
Hotel Rasai,0,0,3.7,Good,0,67,78,"South Indian, Chinese",150.0,4,No,No
Manjunatha Condiments,0,0,3.7,Good,0,67,78,"Fast Food, South Indian",200.0,4,No,No
Karnataka Biryani Point,1,0,3.7,Good,0,67,78,"Biryani, Kebab",250.0,4,Yes,No
Race Course Restaurant,1,0,3.2,Good,9,67,78,"Chinese, North Indian, South Indian",450.0,4,Yes,No
Dhanya Nati Style Restaurant,0,0,3.1,Good,37,67,78,South Indian,300.0,4,No,No
Soundarya Military Hotel,0,0,3.8,Good,27,67,78,South Indian,200.0,4,No,No
Ganga Sagar,0,0,3.1,Good,12,67,78,Street Food,150.0,4,No,No
Gowdru Mane Bhaduta,0,0,3.2,Good,4,67,78,"North Indian, South Indian",400.0,4,No,No
Singri Home Made Foods,0,0,3.7,Good,0,67,78,South Indian,150.0,4,No,No
Udupa Fast Food,0,0,3.3,Good,4,67,78,South Indian,400.0,4,No,No
Mallnad Hotel,0,0,3.2,Good,4,67,78,"North Indian, Chinese",300.0,4,No,No
Vishwa Brahmin's Cafe,0,0,3.7,Good,35,67,78,South Indian,100.0,4,No,No
1992 Chats - Space,1,0,3.7,Good,33,67,78,Street Food,200.0,4,Yes,No
Hot Coffee,0,0,3.3,Good,4,67,78,"South Indian, Chinese, Beverages",150.0,4,No,No
Bhairava Deluxe Hindu Military Hotel,0,0,3.4,Good,4,67,78,South Indian,400.0,4,No,No
Samrudhi Darshini,0,0,3.7,Good,0,67,78,South Indian,250.0,4,No,No
Indian Chicken Biryani Point,0,0,3.3,Good,5,67,78,Biryani,300.0,4,No,No
Davanagere Bene Dosa Hotel,0,0,3.3,Good,4,67,78,South Indian,100.0,4,No,No
Sannidhi Grand,0,0,3.2,Good,4,67,78,"South Indian, North Indian, Chinese",150.0,4,No,No
Sindhu Hotel,0,0,3.7,Good,0,67,78,South Indian,250.0,4,No,No
Star Biryani & Kebab Centre,0,0,3.4,Good,10,67,78,"Biryani, Kebab",150.0,4,No,No
Metro Grand Upahara,0,0,3.7,Good,0,67,78,South Indian,250.0,4,No,No
Next Corner,0,0,3.7,Good,0,67,78,North Indian,150.0,4,No,No
Best Biryani,0,0,3.7,Good,0,67,78,"North Indian, Biryani, Desserts",300.0,4,No,No
Hotel Udupi Sagar,0,0,3.7,Good,0,67,78,"South Indian, North Indian, Chinese, Street Food",200.0,4,No,No
Banashankari Biriyani,0,0,3.7,Good,0,67,78,"Biryani, South Indian",300.0,4,No,No
RK Hotel,0,0,3.7,Good,0,67,78,"South Indian, Biryani",300.0,4,No,No
Mahalakshmi Refreshments,0,0,3.7,Good,22,67,78,South Indian,200.0,4,No,No
Donne Biriyani Angadi Mane,1,0,3.8,Good,268,67,78,"South Indian, Biryani",250.0,4,Yes,No
Pizza Hut,1,0,3.5,Good,108,67,78,"Pizza, Fast Food",750.0,4,Yes,No
Shree Guru Sagar Fast Food,1,0,3.6,Good,28,67,78,"North Indian, South Indian, Chinese",300.0,4,Yes,No
Kudla Beach,1,0,3.5,Good,141,67,78,"North Indian, South Indian, Seafood, Chinese",400.0,4,Yes,No
Kushi Meals,1,0,2.8,Bad,5,67,78,Fast Food,200.0,4,Yes,No
Savi Sagar,1,0,4.1,Excellent,344,67,78,"North Indian, South Indian, Chinese",350.0,4,Yes,No
Chickz N Cheez,1,0,3.4,Good,22,67,78,"North Indian, Fast Food",300.0,4,Yes,No
Prakriti Delux,1,0,3.9,Good,53,67,78,"North Indian, South Indian, Chinese",300.0,4,Yes,No
Absolute Chinese,1,0,3.8,Good,209,67,78,"Chinese, Fast Food, Momos",450.0,4,Yes,No
Hotel Halli Nenapu,1,0,3.2,Good,69,67,53,South Indian,500.0,4,Yes,No
Le Arabia,1,1,4.4,Excellent,1026,5,27,"North Indian, Mughlai",800.0,4,Yes,Yes
Onesta,1,1,4.3,Excellent,397,5,29,"Pizza, Cafe, Italian",600.0,4,Yes,Yes
Chichaba's Taj,1,0,4.1,Excellent,245,5,27,"Biryani, North Indian, Mughlai",600.0,4,Yes,No
Papanna's Biriyani,0,0,3.9,Good,175,5,78,"Biryani, South Indian",350.0,4,No,No
Donne Biriyani Mane,0,0,3.8,Good,180,5,78,Biryani,300.0,4,No,No
Nisarga,1,0,3.6,Good,110,5,27,"Andhra, North Indian, Chinese",500.0,4,Yes,No
Shanthi Sagar,1,0,3.8,Good,74,5,27,"South Indian, North Indian, Chinese, Street Food, Beverages",400.0,4,Yes,No
South Spicy Bites,1,0,3.7,Good,68,5,27,"North Indian, Chinese",500.0,4,Yes,No
Sloshed,0,1,3.9,Good,96,5,76,"Arabian, Chinese, Continental, North Indian, Finger Food",1200.0,4,No,Yes
Cave N Dine,1,1,3.1,Good,405,5,28,"North Indian, Chinese, Seafood",800.0,4,Yes,Yes
Namana Restaurant,0,0,3.7,Good,30,5,78,"North Indian, Chinese, Mangalorean",300.0,4,No,No
Samruddhi - The Perfect Dine,0,0,3.5,Good,0,5,27,"South Indian, North Indian, Arabian, Continental",600.0,4,No,No
Chopstick World,0,0,4.0,Excellent,178,5,27,"Chinese, North Indian",750.0,4,No,No
New Prashanth Hotel,1,0,3.2,Good,123,5,27,"South Indian, Biryani, Chinese, North Indian",750.0,4,Yes,No
Cafe Mamma Mia,0,0,3.7,Good,239,5,29,"Continental, Italian, Cafe, Beverages, Desserts",600.0,4,No,No
Slanz Cafe,1,0,3.6,Good,99,5,19,"Cafe, Italian, Desserts",500.0,4,Yes,No
Chowmein,1,0,3.8,Good,285,5,27,"Chinese, North Indian, Momos, Biryani",800.0,4,Yes,No
Zaayeqa Multi Cuisine Restaurant,0,0,3.3,Good,59,5,27,"Mughlai, North Indian, Chinese",400.0,4,No,No
Kanti Sweets,1,0,3.7,Good,18,5,90,"Mithai, Street Food",400.0,4,Yes,No
Cafe Coffee Day,1,0,2.9,Bad,37,5,19,"Cafe, Fast Food",900.0,4,Yes,No
Planet I Bar,0,0,3.6,Good,23,5,28,"Continental, Chinese, North Indian, Finger Food",1200.0,4,No,No
Kadai,1,0,3.6,Good,74,5,27,"North Indian, Chinese, Seafood, South Indian",450.0,4,Yes,No
Thindi Palace,0,0,3.1,Good,61,5,27,"North Indian, South Indian, Chinese",600.0,4,No,No
Hotel Sai Grand,0,0,3.7,Good,0,5,27,"South Indian, North Indian, Chinese",650.0,4,No,No
Bansuri Sweets,0,0,3.5,Good,49,5,90,"Mithai, North Indian, Street Food",250.0,4,No,No
KFC,1,0,3.8,Good,373,5,78,"Burger, Fast Food",400.0,4,Yes,No
Priyadarshini Grand,0,0,4.0,Excellent,407,5,78,"South Indian, North Indian, Chinese, Street Food",400.0,4,No,No
Sri Maruthi Hotel,0,0,3.9,Good,66,5,78,South Indian,300.0,4,No,No
Basaveshwarnagar Dosa Corner,1,0,3.8,Good,75,5,78,South Indian,200.0,4,Yes,No
McDonald's,1,0,2.9,Bad,136,5,78,"Burger, Fast Food",500.0,4,Yes,No
Davanagere Butter Dosa Hotel,0,0,3.7,Good,43,5,78,South Indian,150.0,4,No,No
Ayodhya Sagara,1,0,3.8,Good,65,5,78,"Chinese, North Indian, South Indian",200.0,4,Yes,No
Kentaky Fast Food,0,0,3.2,Good,46,5,78,"North Indian, Chinese, Seafood",350.0,4,No,No
Shree Guru Sagar,1,0,3.5,Good,40,5,78,"Chinese, North Indian, South Indian",500.0,4,Yes,No
Kolkata Famous Kati Roll,1,0,3.7,Good,0,5,78,Fast Food,150.0,4,Yes,No
Nammura Upachara,1,0,3.6,Good,42,5,78,"Chinese, North Indian, South Indian",300.0,4,Yes,No
Bangarpet Chats,0,0,3.5,Good,7,5,78,Street Food,100.0,4,No,No
Srinidhi Donne Biryani,0,0,3.2,Good,11,5,78,Biryani,300.0,4,No,No
'Brahmins' Thatte Idli,1,0,3.7,Good,0,5,78,South Indian,100.0,4,Yes,No
MouthFull Of Cake,0,0,3.9,Good,57,5,78,Desserts,600.0,4,No,No
Sapthagiri Non Veg,0,0,3.7,Good,0,5,78,Fast Food,300.0,4,No,No
Biryani Treat,0,0,4.0,Excellent,0,5,78,Biryani,300.0,4,No,No
Krazy Adda,0,0,3.7,Good,0,5,78,"Fast Food, Beverages",200.0,4,No,No
Halli Donne Biryani Nati Style,1,0,3.4,Good,77,5,78,Biryani,400.0,4,Yes,No
Hotel Sri Ayodhya,1,0,3.7,Good,0,5,78,South Indian,200.0,4,Yes,No
Chikpet Donne Biriyani Corner,1,0,3.2,Good,7,5,78,"Biryani, Kebab",400.0,4,Yes,No
S.L.V. Chats Corner,0,0,3.7,Good,0,5,78,"Street Food, Beverages",150.0,4,No,No
Indian Chicken Biryani Point,0,0,3.7,Good,0,5,78,Biryani,250.0,4,No,No
A-one Dum Biryani,0,0,3.7,Good,0,5,78,Biryani,250.0,4,No,No
Venkat Naidu Restaurant,0,0,3.7,Good,0,5,78,"Biryani, Kebab, South Indian",200.0,4,No,No
SnacksGuru,0,0,3.7,Good,0,5,78,Fast Food,250.0,4,No,No
RR Dum Biryani,0,0,5.0,Excellent,0,5,78,"Biryani, Kebab",300.0,4,No,No
Annapurna Veg,0,0,3.7,Good,0,5,78,"South Indian, North Indian, Chinese",200.0,4,No,No
Tango Sandwich King,1,0,3.5,Good,9,5,78,"Fast Food, Sandwich",200.0,4,Yes,No
Tango,0,0,3.8,Good,51,5,78,Fast Food,200.0,4,No,No
Chandus Hotel,0,0,3.0,Good,12,5,78,South Indian,200.0,4,No,No
Banashankari Biryani Mane,0,0,3.7,Good,0,5,78,"Biryani, Fast Food",400.0,4,No,No
Karnataka Biryani Point,0,0,3.3,Good,4,5,78,Biryani,200.0,4,No,No
Sri Durga Bhavani Biryani Point,0,0,3.7,Good,0,5,78,Biryani,250.0,4,No,No
Kushi Juice Point,0,0,3.7,Good,0,5,78,"Fast Food, Beverages",150.0,4,No,No
Bindu Sri Nati Style Hotel,0,0,3.7,Good,0,5,78,South Indian,300.0,4,No,No
Shri Sai By 2 Coffee,0,0,3.7,Good,0,5,78,"South Indian, Chinese",200.0,4,No,No
A1 Ambur Dum Biryani And Parota Centre,0,0,3.2,Good,4,5,78,Biryani,300.0,4,No,No
Hamsa Sagar,0,0,3.2,Good,4,5,78,"South Indian, Chinese",150.0,4,No,No
Food Zone,1,0,3.7,Good,162,5,78,"North Indian, Chinese",400.0,4,Yes,No
High Ultra Lounge,0,1,4.1,Excellent,4781,55,63,"Japanese, Thai, Chinese, Korean",2600.0,4,No,Yes
Punjab Grill,1,1,4.9,Excellent,1985,55,27,"North Indian, Mughlai",2000.0,4,Yes,Yes
District 6 Pub Brewery & Kitchen,0,0,4.3,Excellent,2324,55,67,"German, European, Pizza, American, North Indian, Chinese",1800.0,4,No,No
Feast - Sheraton Grand Bangalore Hotel at Brigade...,0,1,4.3,Excellent,968,55,49,"North Indian, Continental",2000.0,4,No,Yes
"Lush - Renaissance Hotel, Bengaluru",0,1,4.5,Excellent,420,66,27,"North Indian, Continental",1200.0,4,No,Yes
Barbecue by Punjab Grill,0,1,4.8,Excellent,1367,55,27,BBQ,1300.0,4,No,Yes
The Persian Terrace - Sheraton Grand Bangalore Hotel...,0,1,4.2,Excellent,566,55,49,"Lebanese, Mediterranean, Afghan",2500.0,4,No,Yes
Mainland China,1,1,4.5,Excellent,1157,55,27,Chinese,1700.0,4,Yes,Yes
Chili's American Grill & Bar,1,1,4.8,Excellent,6470,55,28,"American, Tex-Mex, Burger, BBQ, Mexican",1400.0,4,Yes,Yes
Rajdhani Thali Restaurant,1,1,4.0,Excellent,610,55,27,North Indian,1000.0,4,Yes,Yes
The Asian Curry House,1,0,4.5,Excellent,789,55,27,"Vietnamese, Thai, Burmese, Japanese",1000.0,4,Yes,No
Toscano,1,1,4.3,Excellent,1103,55,27,"Italian, Salad, Mediterranean",1500.0,4,Yes,Yes
1522 - The Pub,1,0,4.2,Excellent,1734,55,73,"Chinese, Continental, North Indian",1400.0,4,Yes,No
Hyderabad Biryani House,0,0,4.1,Excellent,218,55,27,"Biryani, Hyderabadi, Chinese",800.0,4,No,No
CTR,1,0,4.8,Excellent,4421,55,78,South Indian,150.0,4,Yes,No
The Studio Bar,0,0,4.0,Excellent,777,55,60,"Italian, American, North Indian",1400.0,4,No,No
"R Bar - Renaissance Hotel, Bengaluru",0,1,4.2,Excellent,167,66,10,Continental,1400.0,4,No,Yes
Hatch,1,1,4.2,Excellent,471,55,28,"North Indian, Mangalorean, Seafood",1200.0,4,Yes,Yes
Nando's,1,0,4.1,Excellent,317,55,27,"Portuguese, Wraps, Burger, Salad",1200.0,4,Yes,No
Clean Slate Cafe,1,0,4.1,Excellent,274,55,19,"Cafe, Continental, Italian",600.0,4,Yes,No
Stevie's,1,0,4.1,Excellent,80,55,19,Cafe,500.0,4,Yes,No
Indian Kitchen,0,0,4.2,Excellent,493,55,27,"North Indian, Mughlai",1500.0,4,No,No
The Green Path - Forgotten Food,0,1,4.3,Excellent,1145,55,27,"North Indian, South Indian",1100.0,4,No,Yes
The Beer Cafe,0,0,4.1,Excellent,742,55,73,"Finger Food, North Indian, Italian",1500.0,4,No,No
BluO,0,1,4.1,Excellent,405,55,60,"Continental, North Indian",1500.0,4,No,Yes
Halli Mane,1,0,4.0,Excellent,1196,55,78,"South Indian, North Indian, Chinese",250.0,4,Yes,No
3G's - Gulp & Groove,1,1,4.1,Excellent,664,55,10,"Finger Food, Continental, Chinese",1100.0,4,Yes,Yes
Punjab Mail,1,0,3.8,Good,324,55,27,"North Indian, Chinese, Beverages",650.0,4,Yes,No
Village - The Soul of India,0,1,4.0,Excellent,569,55,27,"North Indian, South Indian",1000.0,4,No,Yes
Smoor,1,0,4.2,Excellent,290,55,23,"Desserts, Cafe, Continental",700.0,4,Yes,No
